Name,Quantities,Kcal,Protein Content (g),Veg/Non_Veg,subcode,Sub_Type,Type,Code,Glycemic Load,Glycemic Index,,diebetes_restriction
Vegetable Besan Cheela,2 Number(100 gm),145,6.2,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Watermelon,1 Large Bowl(123 gm),25,0.5,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Watermelon,1 Medium Bowl(92 gm),19,0.3,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Wheat Bajra Methi Khakra With Oil Homemade,1 Number(28 gm),102,3.2,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Whole Wheat Crackers,1 Number(20 gm),66,2.3,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Whole Wheat Crackers,1 Number(20 gm),71,2.4,Veg,D2,Snacks and Light Meals,Evening Snacks,D,,,,
Amla Chutney,1 Tbsp(10 gm),15,0.3,Veg,D3,"chutneys, dips, and sauces",Evening Snacks,D,,,,
Coconut Coriander Chutney,2 Tbsp(25 gm),39,0.8,Veg,D3,"chutneys, dips, and sauces",Evening Snacks,D,,,,
Green Chutney,2 Tbsp(25 gm),6,0.2,Veg,D3,"chutneys, dips, and sauces",Evening Snacks,D,,,,
Hummus,1 Small Bowl(55 gm),194,5.4,Veg,D3,"chutneys, dips, and sauces",Evening Snacks,D,,,,
Mint Curd Dip,2 Tbsp(29 gm),23,1.1,Veg,D3,"chutneys, dips, and sauces",Evening Snacks,D,,,,
Mint Hummus,2 Tbsp(108 gm),35,0.9,Veg,D3,"chutneys, dips, and sauces",Evening Snacks,D,,,,
Raw Mango Coconut Chutney,1 Tbsp(13 gm),11,0.1,Veg,D3,"chutneys, dips, and sauces",Evening Snacks,D,,,,
Salsa Sauce,2 Tbsp(25 gm),24,0.5,Veg,D3,"chutneys, dips, and sauces",Evening Snacks,D,,,,
Yogurt Dip Homemade,1 Tbsp(15 gm),20,0.9,Veg,D3,"chutneys, dips, and sauces",Evening Snacks,D,,,,
Akki Roti With Peanut With Less Ghee,1 Small(60 gm),181,4.3,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Aloo Gobi Paratha With Oil,1 Medium(110 gm),221,4.7,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Bajra and Moong Dal Khichdi,1 Large Bowl(150 gm),110,5.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Bean Pea Soup,1 Large Soup Bowl(230 gm),156,6.8,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Bean Sprouts Cucumber Apple Salad With Honey Dressing,1 Medium Bowl(99 gm),79,2.3,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Beetroot Carrot Cucumber Salad Without Salt,1 Small Bowl(62 gm),18,0.8,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Beetroot Carrot Salad,1 Large Bowl(132 gm),44,1.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Beetroot Cucumber Salad,1 Large Bowl(42 gm),35,0.8,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Boiled Corn With Lemon,1 Large Bowl(120 gm),110,3.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Boiled Corn,1 Large Bowl(150 gm),112,3.6,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Butter Garlic Naan,1 Number(70 gm),197,4.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Cabbage Capsicum Salad,1 Medium Bowl(92 gm),20,0.7,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Cabbage Carrot Capsicum Salad,1 Large Bowl(123 gm),31,1.3,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Cabbage Carrot Capsicum Salad,1 Large Bowl(75 gm),31,1.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Cabbage Cucumber Carrot Salad,1 Medium Bowl(92 gm),22,0.9,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Cabbage Tomato Salad,1 Medium Bowl(92 gm),20,0.7,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Capsicum Boondi Raita,1 Large Bowl(185 gm),164,6.5,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Carrot Cucumber Salad,1 Medium Bowl(92 gm),22,0.8,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Carrot Cucumber Tomato Beetroot Salad,1 Large Bowl(123 gm),33,1.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Carrot Soup,1 Large Soup Bowl(242 gm),98,2.4,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Carrot,1 Large(128 gm),43,0.9,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Chickpea Salad,1 Large Bowl(170 gm),123,6.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Chickpea Salad,1 Small Bowl(66 gm),62,3.1,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Chickpea Tomato Salad,1 Small Bowl(71 gm),52,2.7,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Chickpeas Khichdi,1 Medium Bowl(106 gm),116,5.8,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Corn Cucumber Tomato Onion Salad,1 Large Bowl(123 gm),57,2.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Corn Mixed Veg Salad With Vinegar Dressing,1 Large Bowl(90 gm),66,2.5,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Creamy Choco Pomegranate Apple Salad,1 Small Bowl(62 gm),72,1.5,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Cucumber Boondi Honey Raita,1 Large Bowl(185 gm),217,7.4,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Cucumber Carrot Radish Salad Without Salt,1 Medium Bowl(92 gm),24,0.9,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Cucumber Peanut Salad,1 Large Bowl(123 gm),177,6.3,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Cucumber Tomato Carrot Salad,1 Medium Bowl(92 gm),22,0.9,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Cucumber Tomato Onion Salad With Salt,1 Large Bowl(123 gm),33,1.4,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Cucumber,1 Large Bowl(120 gm),24,0.6,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Dal Soup,1 Large Soup Bowl(240 gm),179,8.1,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Lemon Rice,1 Medium Bowl(106 gm),160,3.6,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Lentil Soup,1 Large Soup Bowl(204 gm),130,7.4,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Lentil Soup,1 Medium Soup Bowl(163 gm),104,5.9,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Mixed Sprouts Salad,1 Large Bowl(132 gm),88,7.6,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Moong Matki Sprout Cucumber Salad,1 Large Bowl(123 gm),130,9.4,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Onion Paratha,1 Medium(60 gm),194,4.3,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Onion Tomato Cucumber Cow Milk Curd Raita,1 Medium Bowl(139 gm),80,3.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Onion,1 Large Bowl(120 gm),59,1.4,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Palak Soup,1 Large Soup Bowl(280 gm),109,4.3,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Peas Carrot Soup,1 Medium Soup Bowl(194 gm),59,2.1,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Peas Carrot Soup,1 Medium Soup Bowl(194 gm),64,2.3,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Soyabean Beet Salad,1 Medium Bowl(92 gm),84,6.5,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Spicy Moong Salad,1 Medium Bowl(99 gm),70,4.3,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Spicy Moong Salad,1 Small Bowl(50 gm),47,2.3,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Sprouted Moong Chana Salad,1 Medium Bowl(92 gm),109,6.8,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Sprouts,1 Medium Bowl(75 gm),72,5.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Sweet Corn Soup,1 Large Soup Bowl(229 gm),88,3.6,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Sweet Corn Soup,1 Medium Soup Bowl(200 gm),71,2.8,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Toasted Paneer Vegetable Salad,1 Large Bowl(123 gm),128,6.9,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato Carrot Salad,1 Medium Bowl(92 gm),24,0.6,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato Carrot Thick Soup,1 Large Soup Bowl(242 gm),95,3.5,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato Carrot Thick Soup,1 Medium Soup Bowl(194 gm),75,2.8,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato Cucumber Salad,1 Large Bowl(123 gm),23,0.7,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato Cucumber Salad,1 Medium Bowl(92 gm),17,0.5,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato Onion Carrot Cucumber Salad,1 Large Bowl(123 gm),36,1.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato Onion Salad,1 Medium Bowl(92 gm),27,0.9,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato Spring Onion Soup,1 Large Soup Bowl(238 gm),130,4.7,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato Spring Onion Soup,1 Medium Soup Bowl(190 gm),104,3.8,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato,1 Large Bowl(120 gm),24,0.6,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato,1 Medium Bowl(90 gm),18,0.4,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tomato,1 Small Bowl(60 gm),12,0.3,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tossed Green Salad,1 Medium Bowl(92 gm),27,0.8,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Tur Dal Khichdi With Vegetables,1 Medium Bowl(150 gm),105,4.7,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Vaghar Rice,1 Large Bowl(141 gm),219,4.2,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Vegetable Clear Soup,1 Large Soup Bowl(226 gm),42,1.5,Veg,E1,"Soups, Salads, and Light Meals",Dinner,E,,,,
Ajwain Paratha With Ghee,1 Large(90 gm),271,6.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Akki Roti With Peanut With Less Ghee,1 Small(60 gm),181,4.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Akki Roti With Peanut With Less Oil,1 Small(60 gm),205,5.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Aloo Gobi Paratha With Less Ghee,1 Large(170 gm),286,6.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Aloo Methi Tikki,2 Number(135 gm),183,4.6,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Aloo Paratha With Less Ghee,1 Large(170 gm),299,6.7,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Aloo Paratha Without Oil,1 Large(170 gm),252,5.9,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Aloo Paratha Without Oil,1 Medium(110 gm),163,3.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Aloo Puri,2 Number(90 gm),244,5.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Baigan Bhaja,4 Number(107 gm),259,3.5,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Bajra Bhakri With Less Ghee,1 Medium(60 gm),130,3.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Bajra Roti,1 Large(85 gm),248,6.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Barley Bajra Bhakri,1 Small(60 gm),154,4.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Bay Leaf Rice,1 Medium Bowl(106 gm),144,2.9,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Butter Garlic Naan,1 Number(70 gm),197,4.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Cabbage Paratha With Less Oil,1 Medium(80 gm),172,3.9,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Capsicum Boondi Raita,1 Large Bowl(185 gm),164,6.5,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Carrot Cucumber Raita,1 Small Bowl(107 gm),46,2.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Chawal,1 Large Bowl(141 gm),142,2.7,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Cheese Pulao,1 Large Bowl(150 gm),226,5.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Cheese Pulao,1 Medium Bowl(113 gm),102,2.6,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Chicken Tikka Biryani,1 Large Bowl(184 gm),346,18.3,Non_Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Coconut Rice,1 Medium Bowl(74 gm),113,1.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Cucumber Corn Raita,1 Medium Bowl(139 gm),68,2.6,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Cucumber Raita,1 Small Bowl(50 gm),36,1.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Cucumber Tomato Raita With Cow Milk Curd,1 Medium Bowl(139 gm),59,2.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Curd,1 Large Bowl(185 gm),128,5.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Egg Biryani,1 Large Bowl(184 gm),263,12.1,Non_Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Fenugreek Leaves Vegetable Pulao,1 Medium Bowl(113 gm),115,2.9,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Garlic Jowar Rotla With Ghee,1 Small(65 gm),159,3.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Ghee Bhat,1 Large Bowl(141 gm),256,4.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Green Peas Cutlet,2 Number(57 gm),88,3.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Handi Biryani,1 Medium Bowl(138 gm),147,4.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Jeera Rice,1 Large Bowl(240 gm),239,4.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Jowar Bajra Roti With Less Ghee,1 Medium(60 gm),170,3.9,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Jowar Bajra Roti With Less Ghee,1 Small(50 gm),142,3.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Khichdi With Potatoes,1 Large Bowl(141 gm),147,4.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Makki Roti With Less Ghee,2 Medium(120 gm),328,6.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Makki Roti With Less Oil,2 Medium(170 gm),455,8.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Masoor Dal Khichdi,1 Large Bowl(141 gm),159,6.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Masoor Moong Dal Khichdi,1 Medium Bowl(106 gm),93,4.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Methi Mutton Gravy,1 Medium Bowl(150 gm),202,14.3,Non_Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Methi Pulao,1 Medium Bowl(72 gm),146,3.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mini Methi Thalipeeth,2 Medium(90 gm),239,6.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mix Vegetable Paneer Paratha With Less Ghee,1 Large(90 gm),225,6.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mix Vegetable Rice with Paneer and Soya,1 Medium Bowl(113 gm),164,7.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mixed Sabji Paratha,2 Medium(120 gm),358,8.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mixed Vegetable Paratha With Less Ghee,1 Medium(68 gm),156,4.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mixed Vegetable Paratha With Less Oil,1 Medium(70 gm),156,4.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mixed Vegetable Paratha With Less Oil,2 Medium(140 gm),313,8.6,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mooli Paratha With Less Ghee,1 Number(84 gm),113,3.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mushroom Rice,1 Medium Bowl(88 gm),132,4.5,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Palak Khichdi,1 Medium Bowl(106 gm),102,3.7,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Palak Ragi Khichdi,1 Large Bowl(141 gm),127,5.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Paneer Pulao,1 Medium Bowl(113 gm),150,6.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Plain Naan With Butter,1 Number(60 gm),200,4.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Pudina Paratha Without Oil,2 Medium(110 gm),229,7.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Purple Cabbage Roti With Oil,2 Number(60 gm),124,3.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Ragi Alsi Roti,1 Medium(65 gm),156,4.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Ragi Alsi Roti,2 Large(170 gm),407,10.6,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Ragi Bhakri With Less Oil,1 Small(65 gm),161,3.9,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Ragi Bhakri With Oil,1 Large(115 gm),309,7.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Ragi Mudde,3 Number(135 gm),155,3.6,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Red Rice Without Salt,1 Large Bowl(141 gm),143,3.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Red Rice Without Salt,1 Medium Bowl(106 gm),107,2.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Rohu Fish Head Green Gram Dal Curry,1 Medium Bowl(120 gm),108,8.7,Non_Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Roti with Less Ghee,2 Large(170 gm),418,10.6,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Rumali Roti With Oil,1 Number(73 gm),216,5.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Soya Atta Roti Without Oil,1 Large(85 gm),226,9.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Soya Atta Roti Without Oil,2 Number(58 gm),80,3.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Soya Atta Roti Without Oil,2 Small(80 gm),213,8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Soya Chunks and Vegetable Rice,1 Large Bowl(141 gm),230,8.7,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Soya Matar Pulao,1 Large Bowl(150 gm),209,6.5,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Surmai Biryani,1 Large Bowl(184 gm),331,18.1,Non_Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Sweet Potato Spinach Khichdi,1 Medium Bowl(106 gm),97,2.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Tamarind Rice,1 Large Bowl(141 gm),287,4.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Thin Roti With Oil,2 Small(60 gm),184,4.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Til Rice,1 Large Bowl(141 gm),200,4.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Tur Dal Khichdi With Vegetables,1 Medium Bowl(150 gm),105,4.7,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Vangi Bhaat,1 Medium Bowl(106 gm),122,3.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Varichi Bhakri Without Oil,2 Medium(90 gm),442,11.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Vegetable Cheese Pulao,1 Medium Bowl(117 gm),157,4.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Vegetable Moong Dal Khichdi without Ghee,1 Large Bowl(141 gm),109,5.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Vegetable Pulao With Dry Fruits,1 Large Bowl(150 gm),262,6.5,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Wheat Ragi Roti Without Oil,2 Small(80 gm),214,6.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Adarak Chaas Bina Namak,1 Medium Glass(160 gm),28,1.7,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Banana Kheer With Soy Milk,1 Large Bowl(194 gm),277,6.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Banana Walnut Muffin Homemade,1 Number(60 gm),200,3.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Bay Leaf Rice,1 Medium Bowl(106 gm),144,2.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Beetroot Corn Raita,1 Large Bowl(185 gm),123,4.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Black Chickpea Kadhi,1 Medium Bowl(134 gm),107,5.6,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Boiled Egg Bhurji,1 Large Bowl(160 gm),158,12.8,Non_Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Bottle Gourd Tomato Curry,1 Large Bowl(178 gm),84,2.3,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Cabbage Pulao,1 Medium Bowl(113 gm),150,3.8,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Capsicum Gravy,1 Large Bowl(178 gm),117,2.7,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Capsicum Gravy,1 Medium Bowl(134 gm),87,2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Carrot Cucumber Tomato Beetroot Salad,1 Medium Bowl(92 gm),25,0.8,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Carrot Rasam,1 Medium Bowl(136 ml),45,1.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Chaash Kala Namak Sahit,1 Large Glass(250 ml),33,2.6,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Chauraee Saag,1 Medium Bowl(78 gm),40,1.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Chawal,1 Medium Bowl(119 gm),107,2.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Corn Kadhi,1 Large Bowl(178 gm),134,3.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Cow Milk Curd With Pink Salt,1 Medium Bowl(139 gm),96,3.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Cucumber Soya Curd Raita,1 Large Bowl(185 gm),125,5.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Curd With Salt,1 Large Bowl(185 gm),128,5.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Curd With Salt,1 Medium Bowl(120 gm),83,3.3,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Curd With Salt,1 Medium Bowl(139 gm),96,3.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Curd,1 Large Bowl(185 gm),128,5.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Curd,1 Medium Bowl(139 gm),96,3.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Dal Fry,1 Large Bowl(200 gm),229,8.7,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Dal Palak,1 Medium Bowl(139 gm),129,6.4,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Dalma,1 Large Bowl(198 gm),171,7.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
